Id,OverallRating,ReviewHeader,Name,Datetime,VerifiedReview,ReviewBody,TypeOfTraveller,SeatType,Route,DateFlown,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Aircraft,Food&Beverages,InflightEntertainment,Wifi&Connectivity,clean_review,wordcount,vader_compound_score,vader_prediction,"TextBlob_Analysis (Polarity, Subjectivity)",TextBlob_Analysis (Subjectivity),TextBlob_Analysis (Polarity),textblob_prediction,Transformer_Prediction,Transformer_Score,Transformer_Prediction_Specified,real_y
146,9,"""Service was good""",E Smyth,29th May 2023,TRUE,"Busy day at LHR and flight full. Lounge crowded but B gates lounge quieter. Flight left on time, very professional crew, greeted by name and executive club status acknowledged and thanked for return custom. A nice touch. Service was good. Food average. Entertainment good. Early arrival, quick processing at JFK. All good.",Family Leisure,Premium Economy,London to New York,23-May,4,4,4,4,yes,Boeing 777-300,3,5,5,busy day lhr flight full. lounge crowded b gates lounge quieter. flight left time professional crew greeted name executive club status acknowledged thanked return custom. nice touch. service good. food average. entertainment good. early arrival quick processing jfk. good.,52,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9538}",Positive,"Sentiment(polarity=0.3212121212121212, subjectivity=0.44999999999999996)",0.44999999999999996,0.3212121212121212,Positive,joy,0.7558943033218384,Positive,Positive
2452,8,"""time to upgrade the cabin""",J vanRooyen,12th January 2016,FALSE,"Club class on British Airways between Cape Town and London. Boeing 747-400 has the flat bed and while the quality of the cabin was inferior to the A380 between London and Johannesburg, it remains one of the better business class product. Check in at the BA counters in Cape Town would have been a breeze, was it not for the unexpected six hour delay in the departure of the flight. The upgrade from Premium to Club class made this inconvenience almost bearable. However,  Cape Town airport becomes like a ghost town when all flights but yours have departed. BA's Executive lounge in Cape Town is spacious and serves good food and Cape wines. There are free internet and computers and a friendly service, even at midnight. While comfortable, BA's Club seats on the 747 can do with an upgrade. They are configured in a 2-4-2 layout, with one passenger facing forward and the one adjacent facing backward, at the side row - the middle row has two forward and two backward facing. This is something I never understood - why facing backward because it just makes no sense. The seats are separated by a hard plastic cseparator that moves up and down with the push of a button. Theoretically, the air hostess should walk behind the front-facing seat to serve the backward-facing passenger at the window - however, on my flight the air hostess insisted on leaning over me, pushing the button to lower the separator and serving the accross my seat - after about three times this really got annoying. The problem is that if you don't raise the separator, you and your fellow passengers stare straight at each other from a distance of less than one meter. Food was satisfactory, rather than outstanding. . The starter choices were poached Norwegian Salmon with marinated prawns or an oyster mushroom salad. Main courses included Ballotine of chicken with Port, Drakensberg trout, pasta or a cold main course salad of za'atar beef medallion. I chose the chicken and it was OK, but inferior to my mother's Sunday roast chicken. There was a selection of South African Chardonnay, Sauvignon Blanc and some good reds. Breakfast was a choice of a cheese omelette, continental or a traditional English breakfast with bacon, sausages, mushrooms and potatoes. Arriving in London, I took the supposedly fast track option - a big mistake. In theory this is supposed to expedite your progress through customs as a Club passenger, but in practice it was a disaster - there were only two or three border agents present at any time and it took 45 to 60 minutes to get through the fast track immigration - I could see group after group of fellow BA passengers clearing the slow lane long before I took the next few steps forward. BA arrivals lounge was a welcome relief from the hustle and bustle of Heathrow Terminal 5. All in all, not a bad experience, but having flown on these seats quite a few times over the past 15 or more years, I really think it is time to either upgrade the Club cabin on the 747's.",Solo Leisure,Business Class,CPT to LHR,15-Feb,4,3,4,4,yes,Boeing 747,4,4,,club class british airways cape town london. boeing 747 400 flat bed quality cabin inferior a380 london johannesburg remains one better business class product. check ba counters cape town would breeze unexpected six hour delay departure flight. upgrade premium club class made inconvenience almost bearable. however cape town airport becomes like ghost town flights departed. ba executive lounge cape town spacious serves good food cape wines. free internet computers friendly service even midnight. comfortable ba club seats 747 upgrade. configured 2 4 2 layout one passenger facing forward one adjacent facing backward side row middle row two forward two backward facing. something never understood facing backward makes sense. seats separated hard plastic cseparator moves push button. theoretically air hostess walk behind front facing seat serve backward facing passenger window however flight air hostess insisted leaning pushing button lower separator serving accross seat three times really got annoying. problem raise separator fellow passengers stare straight distance less one meter. food satisfactory rather outstanding. . starter choices poached norwegian salmon marinated prawns oyster mushroom salad. main courses included ballotine chicken port drakensberg trout pasta cold main course salad za atar beef medallion. chose chicken ok inferior mother sunday roast chicken. selection south african chardonnay sauvignon blanc good reds. breakfast choice cheese omelette continental traditional english breakfast bacon sausages mushrooms potatoes. arriving london took supposedly fast track option big mistake. theory supposed expedite progress customs club passenger practice disaster two three border agents present time took 45 60 minutes get fast track immigration could see group group fellow ba passengers clearing slow lane long took next steps forward. ba arrivals lounge welcome relief hustle bustle heathrow terminal 5. bad experience flown seats quite times past 15 years really think time either upgrade club cabin 747 s.,528,"{'neg': 0.095, 'neu': 0.784, 'pos': 0.121, 'compound': 0.8576}",Positive,"Sentiment(polarity=0.023125, subjectivity=0.46479166666666655)",0.46479166666666655,0.023125,Positive,joy,0.8154880404472351,Positive,Positive
228,8,"""crew were really nice""",Abs Ahmed,16th February 2023,TRUE,"This was my first time flying with BA & I was pleasantly surprised. Islamabad via Doha was very comfortable and the crew were great, friendly and helpful. The second flight was operated by Qatar Airways this was from Doha to Islamabad. My return journey was a direct BA flight, 46kg luggage allowance was really generous and stopped the hassle with connecting flights. Crew on this flight were really nice too. What let BA down was the food, it really was not nice, the IFE could do with some more content but that's not really a huge issue.",Couple Leisure,Economy Class,Islamabad to London,23-Feb,4,5,4,5,yes,,2,3,,first time flying ba pleasantly surprised. islamabad via doha comfortable crew great friendly helpful. second flight operated qatar airways doha islamabad. return journey direct ba flight 46kg luggage allowance really generous stopped hassle connecting flights. crew flight really nice too. let ba food really nice ife could content really huge issue.,97,"{'neg': 0.03, 'neu': 0.548, 'pos': 0.422, 'compound': 0.981}",Positive,"Sentiment(polarity=0.3477272727272727, subjectivity=0.6166666666666667)",0.6166666666666667,0.3477272727272727,Positive,joy,0.586449385,Positive,Positive
3006,9,British Airways customer review,Clive V Drake,5th May 2015,FALSE,"LGW-Pisa. I wrote a positive experience a few weeks ago - on the LHR route to Pisa. I am pleased to write (wait for it) another positive review. This time it was the ""old"" Club Europe and better in my view. As I said before its a shame BA cannot produce something exceptional rather than ""Very Good"" when it comes to the seat. The lounge was okay - not to crowded. Flight left 10 minutes late. Very nice meal on board. Really tasty and fresh. Nice smoked salmon and so on. A few Gin and T's washed it down. Friendly FA's. Smooth flight. My only gripe we were parked off station on the outer airport - like Ryanair. A small hassle with a walk over the tarmac. Bags were not given priority which was annoying. All in all - a good experience.",,Business Class,,,3,5,,4,yes,,5,1,,lgw pisa. wrote positive experience weeks ago lhr route pisa. pleased write wait another positive review. time old club europe better view. said shame ba cannot produce something exceptional rather good comes seat. lounge okay crowded. flight left 10 minutes late. nice meal board. really tasty fresh. nice smoked salmon on. gin washed down. friendly fa s. smooth flight. gripe parked station outer airport like ryanair. small hassle walk tarmac. bags given priority annoying. good experience.,141,"{'neg': 0.057, 'neu': 0.606, 'pos': 0.338, 'compound': 0.9794}",Positive,"Sentiment(polarity=0.2545328282828283, subjectivity=0.568989898989899)",0.568989899,0.2545328282828283,Positive,joy,0.9971930384635925,Positive,Positive
514,1,"""our national flag carrier is being comfortably out performed by budget airlines""",J Makin,2nd October 2021,FALSE,I’ve had to book six flights with BA recently. All have either been cancelled or had a significant time change. The latest flight was so late into Heathrow we missed our connecting flight even though we’d scheduled around 2 hours between flights. BA staff at Heathrow were rude and generally clueless for the most part. They couldn’t get us to our destination within 24 hours of our scheduled arrival time. We booked an easyJet flight from Gatwick instead and had to pay to get ourselves to Gatwick. A complaint was registered several weeks ago with no response so far. Perhaps BA have a backlog of complaints the way they are performing at the moment. It’s an embarrassment that our national flag carrier is being comfortably out performed by budget airlines but that appears to be the case at the moment.,Couple Leisure,Economy Class,Manchester to Aberdeen via Heathrow,21-Aug,1,1,1,1,no,A320,1,,1,book six flights ba recently. either cancelled significant time change. latest flight late heathrow missed connecting flight even though would scheduled around 2 hours flights. ba staff heathrow rude generally clueless part. could get us destination within 24 hours scheduled arrival time. booked easyjet flight gatwick instead pay get gatwick. complaint registered several weeks ago response far. perhaps ba backlog complaints way performing moment. embarrassment national flag carrier comfortably performed budget airlines appears case moment.,144,"{'neg': 0.216, 'neu': 0.731, 'pos': 0.053, 'compound': -0.9062}",Negative,"Sentiment(polarity=0.052500000000000005, subjectivity=0.5725)",0.5725,0.052500000000000005,Positive,anger,0.8168617486953735,Negative,Negative
1446,10,"""would highly recommend""",J Barten,8th October 2017,FALSE,"Orlando to Gatwick. The staff that looked after us flying out to Florida and home were outstanding, on the way home the seating had been already arranged and my seat was separate from my two children, I was really worried about flying home away from my children, I spoke to the flight supervisor who kindly asked two passengers if they would switch seats which they were happy to do. The seats were very good and went back enough so you were able to get to sleep, the only thing we weren’t to happy with was the movies but I guess you can’t have everything. All in all I would book to fly with BA again and would highly recommend.",Family Leisure,Economy Class,Orlando to Gatwick,17-Sep,5,5,5,5,yes,,4,1,,orlando gatwick. staff looked us flying florida home outstanding way home seating already arranged seat separate two children really worried flying home away children spoke flight supervisor kindly asked two passengers would switch seats happy do. seats good went back enough able get sleep thing happy movies guess cannot everything. would book fly ba would highly recommend.,120,"{'neg': 0.034, 'neu': 0.687, 'pos': 0.279, 'compound': 0.9571}",Positive,"Sentiment(polarity=0.45999999999999996, subjectivity=0.6490909090909092)",0.6490909090909092,0.45999999999999996,Positive,joy,0.9954782128334045,Positive,Positive
468,9,"""Very nice return flight with BA""",T Sharp,29th December 2021,TRUE,"Very nice return flight with BA. To add to my previous review, I really like how BA organises boarding and disembarking processes in groups, this is super comfortable as 100+ passengers don’t jump out and then sweat in a queue when the gate is not even there. The A320 was new and the cabin had a fresh feeling with nice mood lighting. Row 1 has an enhanced legroom and thus, makes the 1-hour hop very comfortable. Once again, amazing staff, and they were even more attentive and accommodating to Gold level passengers: always coming and asking if any help is needed. Lovely humus, beetroot and quinoa salad for food. Great WiFi at really competitive pricing + I think it is great that they also have food / alcohol offered to buy online for all travel classes. Domestic T5 arrivals is a breeze.",Solo Leisure,Business Class,Edinburgh to London,21-Dec,4,5,5,4,yes,A320-200,4,,5,nice return flight ba. add previous review really like ba organises boarding disembarking processes groups super comfortable 100 passengers jump sweat queue gate even there. a320 new cabin fresh feeling nice mood lighting. row 1 enhanced legroom thus makes 1 hour hop comfortable. amazing staff even attentive accommodating gold level passengers always coming asking help needed. lovely humus beetroot quinoa salad food. great wifi really competitive pricing think great also food alcohol offered buy online travel classes. domestic t5 arrivals breeze.,142,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.9913}",Positive,"Sentiment(polarity=0.3814393939393939, subjectivity=0.6211174242424241)",0.6211174242424241,0.3814393939393939,Positive,joy,0.9204788208007812,Positive,Positive
3246,3,British Airways customer review,H Blackhall,18th December 2014,FALSE,LGW-TFS in November 2014. Flight left Gatwick at about 0900hrs to arrive Tenerife at 1340 hours. We were served a croissant and cereal bar plus coffee and a yoghurt at about 1000hrs. No further trolley service at all during this four and a half hour flight. On the return leg leaving Tenerife at 1415hrs we were served a wrap and a cheese roll with either drink from the bar or hot drink. The drinks were served after the meal. No further trolley service. The seating configuration was tight to say the least and I am 5'8. This felt like a budget airline flight. The Captain asked us to enjoy British Airways hospitality!,,Economy Class,,,2,1,,3,no,,1,1,,lgw tfs november 2014. flight left gatwick 0900hrs arrive tenerife 1340 hours. served croissant cereal bar plus coffee yoghurt 1000hrs. trolley service four half hour flight. return leg leaving tenerife 1415hrs served wrap cheese roll either drink bar hot drink. drinks served meal. trolley service. seating configuration tight say least 5 8. felt like budget airline flight. captain asked us enjoy british airways hospitality,114,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.6908}",Positive,"Sentiment(polarity=0.0006802721088435429, subjectivity=0.31462585034013607)",0.31462585034013607,0.000680272,Positive,joy,0.592528224,Positive,Neutral
637,1,"""luggage was not loaded""",M Halten,20th January 2020,TRUE,"Singapore to Paris via London. The flight was a ok, dated seating with shakey arms not the most comfortable but a serviceable experience. However our luggage was not loaded onto the flight, the second time this happened now with BA and despite a 13 hour flight, 2 hour stopover, and 1 hour flight to Paris BA did not make any effort to inform us at any time of the issue. Instead after travelling for around 17 hours we had to wait for the baggage to all come and clear before we realised ours was missing. Being a Sunday and most shops close at lunchtime that also left little time to buy emergency items and the despite knowing they hadn’t loaded the baggage they could not find a way to send it quicker than 24 hours after arrival meaning 2 out of 3 days in Paris will be spent without luggage.",Couple Leisure,Business Class,Singapore to Paris via London,20-Jan,3,4,1,2,no,Boeing 777,4,4,,singapore paris via london. flight ok dated seating shakey arms comfortable serviceable experience. however luggage loaded onto flight second time happened ba despite 13 hour flight 2 hour stopover 1 hour flight paris ba make effort inform us time issue. instead travelling around 17 hours wait baggage come clear realised missing. sunday shops close lunchtime also left little time buy emergency items despite knowing loaded baggage could find way send quicker 24 hours arrival meaning 2 3 days paris spent without luggage.,151,"{'neg': 0.053, 'neu': 0.852, 'pos': 0.095, 'compound': 0.552}",Positive,"Sentiment(polarity=0.06406250000000001, subjectivity=0.2916666666666667)",0.2916666666666667,0.0640625,Positive,fear,0.47819092869758606,Negative,Negative
601,3,"""unfriendly and inconsiderate to me""",J Hensen,14th March 2020,TRUE,"Frankfurt to Buenos Aires via London in October 2019. The aircraft is very old with small screens and ample entertainment, which becomes an issue flying +10hrs. The 1 hour layover was a complete disaster. The staff was unfriendly and inconsiderate to me. ",Business,Economy Class,Frankfurt to Buenos Aires via London,19-Oct,2,3,1,1,no,,3,2,,frankfurt buenos aires via london october 2019. aircraft old small screens ample entertainment becomes issue flying 10hrs. 1 hour layover complete disaster. staff unfriendly inconsiderate me.,42,"{'neg': 0.285, 'neu': 0.631, 'pos': 0.084, 'compound': -0.7717}",Negative,"Sentiment(polarity=-0.016666666666666663, subjectivity=0.3333333333333333)",0.3333333333333333,-0.016666667,Negative,anger,0.9891436696052551,Negative,Negative
2849,6,British Airways customer review,Edwin Ng,21st July 2015,FALSE,"Flight was decent. Have to say the seat was rather cramp. I'm 180cm, or 5 foot 9, sat at seat 32F. Inflight entertainment was alright, but do take note to always unplug the headset whenever you get out of your seat. It damages easily if it gets caught on something. I had to change 2 headsets because of that, because being in a aisle seat, you have to get off when someone wants to use the lavatory, thus remember to unplug it if you intend to get up from your seat. Service was alright. I requested for eye shades, and it came about 1hr later, crew must have forgotten about my request. I didn't pursue it as I thought I could just head to the back galley and request for them after my movie. In terms of food, it was appalling and greasy. Overall, I will not say never again, but given a choice, I'd look out for Singapore Airlines first, then the big 3 Gulf carriers. For the right price I'd do BA again, otherwise, there are better ways to suffer than that cramped seat",Solo Leisure,Economy Class,London to Singapire,15-Jul,2,3,4,4,no,Boeing 777-300,3,4,,flight decent. say seat rather cramp. 180cm 5 foot 9 sat seat 32f. inflight entertainment alright take note always unplug headset whenever get seat. damages easily gets caught something. change 2 headsets aisle seat get someone wants use lavatory thus remember unplug intend get seat. service alright. requested eye shades came 1hr later crew must forgotten request. pursue thought could head back galley request movie. terms food appalling greasy. overall say never given choice would look singapore airlines first big 3 gulf carriers. right price would ba otherwise better ways suffer cramped seat,190,"{'neg': 0.122, 'neu': 0.762, 'pos': 0.117, 'compound': -0.128}",Neutral,"Sentiment(polarity=0.13506493506493508, subjectivity=0.3608225108225108)",0.3608225108225108,0.13506493506493508,Positive,sadness,0.964360774,Negative,Negative
734,9,"""Couldn’t ask for more""",Alan Thompson,12th October 2019,TRUE,"Great all round. BA2591, 11 October. Good price, easy boarding, lovely cabin crew, great iced coffee on sale. Comfortable, on time and a nice smile from the cabin and flight crew after a windy landing. Couldn’t ask for more (until they reinstate a free drink and sandwich).",Couple Leisure,Economy Class,Bari to London Gatwick,19-Sep,4,5,4,5,yes,A319,4,,,great round. ba2591 11 october. good price easy boarding lovely cabin crew great iced coffee sale. comfortable time nice smile cabin flight crew windy landing. could ask reinstate free drink sandwich .,49,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.9829}",Positive,"Sentiment(polarity=0.47333333333333333, subjectivity=0.6783333333333333)",0.6783333333333333,0.47333333333333333,Positive,love,0.9442530274391174,Positive,Positive
2714,9,"""enjoyed the flight in Club World""",C Sansom,19th September 2015,FALSE,"Have just returned on British Airways from St Lucia and enjoyed the flight in Club World on the return journey. Cabin crew, especially the purser made the trip very comfortable. Tasty dining and free flowing drinks. A safe and comfortable flight.",Solo Leisure,Business Class,St Lucia to LGW,15-Sep,5,5,5,4,yes,Boeing 777-200ER,5,5,,returned british airways st lucia enjoyed flight club world return journey. cabin crew especially purser made trip comfortable. tasty dining free flowing drinks. safe comfortable flight.,41,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9442}",Positive,"Sentiment(polarity=0.31428571428571433, subjectivity=0.6571428571428571)",0.6571428571428571,0.31428571428571433,Positive,joy,0.796127439,Positive,Positive
3025,8,British Airways customer review,G Alexander,23rd April 2015,FALSE,April 15 LHR-Sydney (via Singapore). I flew First as part of a promotion for no additional cost with purchase of business seat on SYD-LHR leg. I really enjoyed the Concorde Room at Terminal 5 lovely meal great service and very elegant space. In terms of the flight the FA were very friendly and helpful on all legs. They went out of their way to make you feel special and a guest. Food was very good as was wine offering. Seat was comfortable and roomy although there is a lot less storage then in CX Business Seat. In fact while there is a lot of room much of it really is not that useful. At night FA did disappear for much of the time and didn't really come around (except once) to offer water/juice. Whereas on SQ economy FA would check on you regularly throughout flight. While of course it is very special to fly First next time I would be just as happy to fly CX Business which I think is really great value for money and the seats are just as or maybe even more comfortable. If I had paid full fare for this flight I think I would have been questioning the value for money.,,First Class,,,5,2,,4,yes,,5,3,,april 15 lhr sydney via singapore . flew first part promotion additional cost purchase business seat syd lhr leg. really enjoyed concorde room terminal 5 lovely meal great service elegant space. terms flight fa friendly helpful legs. went way make feel special guest. food good wine offering. seat comfortable roomy although lot less storage cx business seat. fact lot room much really useful. night fa disappear much time really come around except offer water juice. whereas sq economy fa would check regularly throughout flight. course special fly first next time would happy fly cx business think really great value money seats maybe even comfortable. paid full fare flight think would questioning value money.,212,"{'neg': 0.022, 'neu': 0.628, 'pos': 0.35, 'compound': 0.9938}",Positive,"Sentiment(polarity=0.4118530020703933, subjectivity=0.5370918936136327)",0.5370918936136327,0.4118530020703933,Positive,joy,0.9975422620773315,Positive,Positive
169,10,""" A very pleasant experience""",Kai Kohlberger,22nd April 2023,TRUE,"Second time BA Premium Economy in a newer aircraft and yet another excellent experience. Despite a three hour delay and missing my connection in Hong Kong, this was a very pleasant flight. Seats are spacious and comfortable in Premium Economy in this layout, attitude of the cabin crew was excellent and food was good. They communicate well and rebooked my connection during the flight which brought peace of mind. A very pleasant experience in BA Premium Economy after a major disappointment in Club World earlier this year.",Solo Leisure,Premium Economy,London to Hong Kong,23-Apr,4,5,4,4,yes,A350,4,3,,second time ba premium economy newer aircraft yet another excellent experience. despite three hour delay missing connection hong kong pleasant flight. seats spacious comfortable premium economy layout attitude cabin crew excellent food good. communicate well rebooked connection flight brought peace mind. pleasant experience ba premium economy major disappointment club world earlier year.,87,"{'neg': 0.074, 'neu': 0.552, 'pos': 0.374, 'compound': 0.9693}",Positive,"Sentiment(polarity=0.34810606060606064, subjectivity=0.6166666666666667)",0.6166666666666667,0.34810606060606064,Positive,joy,0.9984211921691895,Positive,Positive
466,7,"""seats are a huge improvement""",David Ellis,2nd January 2022,TRUE,"After two years of being unable to fly to our second home in South Africa because of COVID, it was fantastic to be back on board a BA flight to CPT, and in the Club Suite seats (1K and 2K) to boot. These seats are a huge improvement on the old yin-yang CW seats in terms of privacy, ease of access and the IFE screen, but the cabin still felt densely occupied and the seats were just as uncomfortable when lying flat. Storage was a mixed blessing, too, with three rather fussy little compartments rather than the decent sized drawer in the old CW, meaning that a laptop would have to be stored above. The food onboard was woeful, although serving all three courses at the same time does at least mean that the dinner service isn't dragged out. Cabin crew went about their business dutifully but with little enthusiasm, and there were the usual queues for the toilets. The flight itself was uneventful and landing was more or less on time. CPT had an efficient arrangement for checking forms immediately after leaving the airbridge and there were no queues at immigration. It was good to be back!",Couple Leisure,Business Class,London to Cape Town,21-Dec,3,3,4,3,yes,Boeing 777,2,5,1,two years unable fly second home south africa covid fantastic back board ba flight cpt club suite seats 1k 2k boot. seats huge improvement old yin yang cw seats terms privacy ease access ife screen cabin still felt densely occupied seats uncomfortable lying flat. storage mixed blessing three rather fussy little compartments rather decent sized drawer old cw meaning laptop would stored above. food onboard woeful although serving three courses time least mean dinner service dragged out. cabin crew went business dutifully little enthusiasm usual queues toilets. flight uneventful landing less time. cpt efficient arrangement checking forms immediately leaving airbridge queues immigration. good back,200,"{'neg': 0.081, 'neu': 0.738, 'pos': 0.182, 'compound': 0.9108}",Positive,"Sentiment(polarity=0.011309523809523811, subjectivity=0.416468253968254)",0.416468254,0.011309523809523811,Positive,anger,0.8950628638267517,Negative,Negative
1521,2,"""become a low cost airline""",H Burton,2nd August 2017,FALSE,"Catania to Gatwick. About 30min after the plane took off the food trolley was wheeled up to the club class curtain and staff man had the task of selling all the leftovers from the outbound flight. It took 2 hours for the trolley to reach row 24 (our row) there was no food left not even a Kit-Kat we had the last can of Coca Cola and a bottle of water. Several factors contributed to this silly situation : BA Trying to become a low cost airline (I did not realise that it had sunk so low when I booked). The fact that only some card transaction could be used to pay.  The blocking of the aisle for long periods resulted in the trolley spending more time being pushed up and down the aisle to let passengers get to the loo and back than it did selling. BA Trying to keep the front toilet for business class passengers. Totally inadequate  supply of food on board the aircraft, this meant the sales person had to go through what was left with every sale in the hope of finding something that the passenger would accept. ",Couple Leisure,Economy Class,Catania to Gatwick,17-Jun,2,1,1,1,no,,1,,,catania gatwick. 30min plane took food trolley wheeled club class curtain staff man task selling leftovers outbound flight. took 2 hours trolley reach row 24 row food left even kit kat last coca cola bottle water. several factors contributed silly situation ba trying become low cost airline realise sunk low booked . fact card transaction could used pay. blocking aisle long periods resulted trolley spending time pushed aisle let passengers get loo back selling. ba trying keep front toilet business class passengers. totally inadequate supply food board aircraft meant sales person go left every sale hope finding something passenger would accept.,194,"{'neg': 0.103, 'neu': 0.826, 'pos': 0.071, 'compound': -0.5413}",Negative,"Sentiment(polarity=-0.05303030303030303, subjectivity=0.24469696969696972)",0.24469696969696972,-0.053030303,Negative,sadness,0.9930182695388794,Negative,Negative
1528,1,"""have never been treated as badly""",Steve Shaw,28th July 2017,FALSE,"The flight from Budapest to London was delayed by 22 hours, during which time British Airways offered nothing (no help with hotel reservations, despite limited hotel availability due to the World Swimming Championships, no food, no transport to and from the airport). In fact, BA doesn't even have a representative in Budapest, having outsourced it to a Hungarian agent (who did their best in the absence of any input from BA). Even the customer service desk I phoned was answered from India (also outsourced). When the flight finally took off, we could not even buy food on the plane. We were told that a BA representative would meet us at our Heathrow arrival gate to give us food vouchers, but he / she wisely didn't show up, because I, for one, was looking for a voucher for 24 hours of my life which I won't get back rather than some airport food vouchers. I have flown several times a month for the last 40 years with many airlines, and have never been treated as badly. I will be flying ABBA (anything but BA) from now on.",Business,Economy Class,Budapest to London,17-Jul,1,1,1,1,no,,1,1,1,flight budapest london delayed 22 hours time british airways offered nothing help hotel reservations despite limited hotel availability due world swimming championships food transport airport . fact ba even representative budapest outsourced hungarian agent best absence input ba . even customer service desk phoned answered india also outsourced . flight finally took could even buy food plane. told ba representative would meet us heathrow arrival gate give us food vouchers wisely show one looking voucher 24 hours life get back rather airport food vouchers. flown several times month last 40 years many airlines never treated badly. flying abba anything ba on.,191,"{'neg': 0.038, 'neu': 0.83, 'pos': 0.132, 'compound': 0.8824}",Positive,"Sentiment(polarity=0.10758928571428572, subjectivity=0.329265873015873)",0.329265873,0.10758928571428572,Positive,anger,0.6969329118728638,Negative,Negative
3116,2,British Airways customer review,Ian Sinclair,24th February 2015,FALSE,LGW-AMS on Friday 13th. Flight delayed by almost an hour despite being informed in the lounge that everything was on time reason provided by Captain was late inbound aircraft. (this was my third late running BA flight in as many weeks). No apologies other than the rather matter of fact explanation from the flight deck surly cabin crew who clearly wanted to be somewhere else other than looking after their guests on board. I have two more flights in the coming month with BA rather regretting having booked with this carrier now.,,Economy Class,,,1,1,,3,no,,2,1,,lgw ams friday 13th. flight delayed almost hour despite informed lounge everything time reason provided captain late inbound aircraft. third late running ba flight many weeks . apologies rather matter fact explanation flight deck surly cabin crew clearly wanted somewhere else looking guests board. two flights coming month ba rather regretting booked carrier now.,94,"{'neg': 0.08, 'neu': 0.854, 'pos': 0.066, 'compound': -0.2023}",Neutral,"Sentiment(polarity=2.3129646346357427e-18, subjectivity=0.34722222222222215)",0.34722222222222215,2.3129646346357427e-18,Positive,anger,0.6929380893707275,Negative,Negative
1174,1,"""an additional €476 for seat selection""",G Leane,19th June 2018,TRUE,"Earlier this year, my wife and I travelled business class with BA from Dublin to Jo'burg, returning from Cape Town, thru London in each direction. Having paid business class fares, we were then quite taken aback to have to pay an additional €476 for seat selection on the long haul sectors. Had we not selected seats, we could have found ourselves not just separated, but possibly with one of us on the upper deck and one on the lower deck of the A380 on the way out and the 747 on the return flight. We therefore had no choice. What sort of customer retention policy is this? No other airline with whom we have travelled business class has then charged for seat selection, but BA just don't seem to care. It is a rip-off. The forward/rear facing business class seat plan on BA planes is really unattractive, complicated further by having to climb over a sleeping passenger to reach the aisle from a window seat. BA should take a look at the Emirates A380 if they want to see a customer friendly layout. This was our first business class experience with BA. Having flown with middle eastern airlines particularly, we have discovered how much behind the play BA actually are.",Couple Leisure,Business Class,London to Johannesburg,18-Feb,2,3,3,1,no,A380 and 747,3,,,earlier year wife travelled business class ba dublin jo burg returning cape town thru london direction. paid business class fares quite taken aback pay additional 476 seat selection long haul sectors. selected seats could found separated possibly one us upper deck one lower deck a380 way 747 return flight. therefore choice. sort customer retention policy airline travelled business class charged seat selection ba seem care. rip off. forward rear facing business class seat plan ba planes really unattractive complicated climb sleeping passenger reach aisle window seat. ba take look emirates a380 want see customer friendly layout. first business class experience ba. flown middle eastern airlines particularly discovered much behind play ba actually are.,214,"{'neg': 0.071, 'neu': 0.838, 'pos': 0.09, 'compound': 0.3277}",Neutral,"Sentiment(polarity=0.003472222222222219, subjectivity=0.4222222222222222)",0.4222222222222222,0.003472222,Positive,sadness,0.7305799126625061,Negative,Negative
3678,5,British Airways customer review,Alan Clare,7th May 2014,FALSE,6 May 2014: Las Vegas to Gatwick. Boeing 777. Back on BA again thanks to Avios Companion coupon. Cabin crew are now more present throughout the journey but not experienced any of them going too far to please a customer it seems just okay if they run out of a meal choice or if friends not seated together. Certainly yesterday cleaning the wc was not on the duty list. I've flown AF TAP SWISS KLM long haul in the past year and by far BA catering in economy is the poorest in content. Yesterdays offering for Breakfast was almost an insult.,,Economy Class,,,4,3,,5,no,,3,4,,6 may 2014 las vegas gatwick. boeing 777. back ba thanks avios companion coupon. cabin crew present throughout journey experienced going far please customer seems okay run meal choice friends seated together. certainly yesterday cleaning wc duty list. flown af tap swiss klm long haul past year far ba catering economy poorest content. yesterdays offering breakfast almost insult.,102,"{'neg': 0.094, 'neu': 0.724, 'pos': 0.182, 'compound': 0.624}",Positive,"Sentiment(polarity=0.16142857142857142, subjectivity=0.4821428571428571)",0.4821428571428571,0.16142857142857142,Positive,joy,0.975205123,Positive,Negative
